name	label
<<<<rp:Percy_Trevelyan-kgp:say-<<<<rp:Percy_Trevelyan-kgp:mustPay-rp:Certain_large_rent>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/034">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/030">>	30
<<<<df:Standale-kgp:think-<<<<df:Magic_foot-kgp:beUsed-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/453">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/452">>	452
<<<<sb:bedroom_of_Julia-kgp:have-sb:low_celling>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/197">>	197
<<<<ci:Sutherland-kgp:say-<<<<owl:Nothing-kgp:thin-ci:voice_of_Hozma>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/194">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/187">>	187
<<<<sb:Helen-kgp:go-sb:bedroom_of_Helen>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/265">>	265
<<<<sl:Ned_Hunter-kgp:wait-sl:two_young_men>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/103">>	103
<<<<ag:Criminal-kgp:steal-ag:Silver_products>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/147">>	147
<<<<ci:Windybank-kgp:say-<<<<ci:Sutherland-kgp:move-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/422">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/414">>	414
<<<<sb:Leopard-kgp:exist-sb:mansion_of_Roylott>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/247">>	247
<<<<ag:Whistleblower-kgp:Take_overnight-<<<<ag:Stanley_Hopkins-kgp:call-ag:The_local_police>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/014">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/018">>	18
<<<<sl:Silver_Blaze-kgp:self-defence-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/352">>	352
<<<<ci:Holmes-kgp:think-<<<<ci:Sutherland-kgp:have-ci:margin>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/098">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/094">>	94
<<<<df:air-kgp:link-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/317">>	317
<<<<sb:Helen-kgp:talk-sb:wedding_ceremony_of_Julia>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/56">>	56
<<<<sl:Fitzroy_Simpson-kgp:admit-<<<<sl:Brown_horse_of_two_hourses-kgp:enter-sl:Wessex_Cup_game>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/083">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/158">>	158
<<<<ci:Windybank-kgp:breakUp-ci:Sutherland>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/522">>	522
<<<<ci:Holmes-kgp:sleeping-ci:Armchair>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/394">>	394
<<<<ci:Holmes-kgp:say-<<<<owl:Nothing-kgp:have-ci:Deep_motive>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/561">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/558">>	558
<<<<rp:Percy_Trevelyan-kgp:say-<<<<rp:maid-kgp:find-rp:cadaver>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/222">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/218">>	218
<<<<sb:Roylott-sb:angry-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/22">>	22
<<<<rp:Blessington-kgp:die-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/233">>	233
<<<<ci:Sutherland-kgp:say-<<<<ci:Address_of_Sutherland-kgp:Camberwell-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/278">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/277">>	277
<<<<df:fireplace-kgp:beTurnedOn-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/179">>	179
<<<<sb:bedroom_of_Helen-kgp:face-sb:corridor>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/180">>	180
<<<<df:Holmes-kgp:think-<<<<df:edge-kgp:attach-df:Burnt_powder>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/336">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/318">>	318
<<<<ag:Sir_Eustace_Brackenstall-kgp:sprinkle-ag:Brains_of_Sir_Eustace_Brackenstall>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/080">>	80
<<<<sl:Fitzroy_Simpson-kgp:say-<<<<sl:Fitzroy_Simpson-kgp:notHave-sl:relation>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/160">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/159">>	159
<<<<df:Holmes-kgp:go-df:lawn>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/285">>	285
<<<<cm:Holmes-kgp:say-<<<<cm:crime_of_Davide-kgp:exist-cm:episode_of_Uriah_and_Bathsheba>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/372">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/368">>	368
<<<<sb:Helen-kgp:change-sb:clothes>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/122">>	122
<<<<sl:Fitzroy_Simpson-kgp:wear-sl:Hunting_of_woolen_cloth>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/048">>	48
<<<<df:Mortimer-kgp:say-<<<<df:Mortimer-kgp:have-df:friendship>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/105">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/071">>	71
<<<<ci:Sutherland-kgp:say-ci:participation_of_dance>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/122">>	122
<<<<df:Mortimer-kgp:blowAway-df:control_of_Owen_AND_control_of_George>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/463">>	463
<<<<sl:Man-kgp:cannotEnter-sl:stable>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/101">>	101
<<<<df:Holmes-kgp:say-<<<<df:Standale-kgp:takeOut-df:gravel>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/397">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/376">>	376
<<<<ci:Hardy-kgp:go-ci:Dance>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/133">>	133
<<<<sb:Helen-kgp:return-sb:Julia>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/82">>	82
<<<<sl:John_Straker-kgp:notReliable-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/350">>	350
<<<<ci:Windybank-kgp:say-<<<<ci:Sutherland-kgp:come-ci:Holmes>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/420">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/414">>	414
<<<<cm:meeting_of_the_St._George_union-kgp:end-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/057">>	57
<<<<ci:Hozma-kgp:cannotCome-ci:House_of_Sutherland>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/150">>	150
<<<<ag:Sailor-kgp:The_same_class-ag:Lady_Brackenstall>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/393">>	393
<<<<df:Holmes-kgp:say-<<<<df:Standale-kgp:ask-df:Suspect>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/381">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/376">>	376
<<<<owl:Nothing-kgp:exist-ci:Quotation_from_Balzac>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/369">>	369
<<<<owl:Nothing-kgp:different-ci:left_shes_of_Sutherland_AND_right_shoes_of_Sutherland>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/343">>	343
<<<<sb:mansion_of_Roylott-kgp:have-sb:building>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/159">>	159
<<<<owl:Nothing-kgp:missing-ci:r>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/438">>	438
<<<<ci:Windybank-kgp:unwillingToGo-ci:police>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/066">>	66
<<<<rp:Helper_boy-kgp:invite-rp:patient>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/095">>	95
<<<<rp:The_third_person-kgp:Helper_boy-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/268">>	268
<<<<sl:John_Straker-kgp:cultivate-sl:Two_of_family>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/379">>	379
<<<<cm:Nancy-kgp:say-cm:David>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/113">>	113
<<<<sb:Roylott-kgp:go-sb:London>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/133">>	133
<<<<sb:Helen-kgp:live-sb:first_floor_of_one_building_of_mansion_of_Roylott>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/41">>	41
<<<<dm:Elsie-kgp:fall-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/036">>	36
<<<<df:Owen-kgp:sit-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/131">>	131
<<<<ci:Holmes-kgp:notice-<<<<owl:Nothing-kgp:have-ci:gloves_of_Sutherland>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/351">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/348">>	348
<<<<cm:Nancy-kgp:equalTo-cm:daughter_of_former_sergeant_of_armies>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/016">>	16
<<<<ci:Hozma-kgp:beTeased-ci:Coworker>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/178">>	178
<<<<sb:mansion_of_Roylott-sb:gray-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/158">>	158
<<<<df:Holmes-kgp:open-df:window>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/280">>	280
<<<<df:Roundhay-kgp:say-<<<<df:Criminal-kgp:notice-df:Note>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/296">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/295">>	295
<<<<sl:Footprint_to_Mapleton-kgp:interrupt-sl:entrance_of_stable_of_riding_ground_of_Mapleton>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/292">>	292
<<<<rp:Percy_Trevelyan-kgp:say-<<<<rp:Blessington-kgp:rule-<<<<rp:Blessington-kgp:put-rp:The_rest_of_the_gold>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/070">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/065">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/030">>	30
<<<<sb:Holmes-kgp:see-sb:ventilator>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/332">>	332
<<<<df:Standale-kgp:say-<<<<df:Standale-kgp:hear-df:news>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/224">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/216">>	216
<<<<sl:Ned_Hunter-kgp:report-<<<<sl:Fitzroy_Simpson-kgp:propose-sl:Lucrative_story>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/061">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/104">>	104
<<<<sl:Edith_Baxter-kgp:go-sl:stable>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/116">>	116
<<<<df:Porter-kgp:fall-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/164">>	164
<<<<ci:Holmes-kgp:say-ci:489>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/472">>	472
<<<<ag:Holmes-kgp:answer-<<<<ag:Holmes-kgp:ask-ag:Lady_Brackenstall>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/249">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/251">>	251
<<<<cm:Nancy-kgp:arrive-cm:Rasheen>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/058">>	58
<<<<ci:Windybank-kgp:prohibit-ci:relation_of_same-aged_people>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/491">>	491
<<<<ci:Holmes-kgp:say-<<<<ci:Life_of_Hozma_AND_death_of_Hozma-kgp:unknown-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/534">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/510">>	510
<<<<cm:owner_of_lodge_of_Hudson_street-kgp:tell-<<<<cm:Henry-kgp:keep-cm:beast>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/217">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/214">>	214
<<<<ci:Sutherland-kgp:say-<<<<ci:Sutherland-kgp:notKnow-ci:Address_of_Hozma>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/279">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/277">>	277
<<<<rp:Fear_of_Blessington-kgp:subside-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/085">>	85
<<<<sb:sister-kgp:include-sb:Helen>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/11">>	11
<<<<ag:Testimony_of_Theresa-kgp:sufficient-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/168">>	168
<<<<sl:John_Straker-kgp:have-sl:debt>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/395">>	395
<<<<ci:Sutherland-kgp:come-ci:house_of_Holmes>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/290">>	290
<<<<cm:Morrison-kgp:say-<<<<cm:Morrison-kgp:notMeet-cm:Nancy>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/208">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/171">>	171
<<<<ci:Sutherland-kgp:say-<<<<ci:Sutherland-kgp:beTogether-ci:parents_of_Sutherland>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/104">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/100">>	100
<<<<ci:Holmes-kgp:say-<<<<ci:Sutherland-kgp:insist-ci:right_of_Sutherland>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/494">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/472">>	472
<<<<ci:Watson-kgp:say-<<<<owl:Nothing-kgp:beWritten-<<<<owl:Nothing-kgp:black-ci:hair_of_Hozma>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/359">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/354">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/353">>	353
<<<<df:Porter-kgp:send-df:Farmer_boy>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/168">>	168
<<<<ci:Windybank-kgp:have-ci:sin>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/552">>	552
<<<<rp:Wall_of_Blessington_room-kgp:thick-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/284">>	284
<<<<ci:Address_of_Hozma-kgp:exist-ci:Redon_Hall_Street>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/172">>	172
<<<<sb:Holmes-kgp:investigate-sb:chair>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/241">>	241
<<<<rp:Holmes-kgp:guess-<<<<rp:Conspirators-kgp:prevent-<<<<rp:Percy_Trevelyan-kgp:prevent-rp:Stratagem>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/198">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/197">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/194">>	194
<<<<ci:Sutherland-owl:TopObjectProperty-ci:Clothes_to_wear>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/128">>	128
<<<<sb:man-kgp:cannotGo-sb:bedroom_of_Helen>>-rdf:value-http://kgc.knowledge-graph.jp/data/SpeckledBand/T186>>	186
<<<<ag:Armrest-kgp:exist-ag:dining_room>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/095">>	95
<<<<df:Watson-kgp:notAdmit-<<<<df:Criminal-kgp:equalTo-df:Demon>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/192">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/191">>	191
<<<<df:candle-kgp:burnOut-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/130">>	130
<<<<rp:Blessington-kgp:confuse-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/191">>	191
<<<<owl:Nothing-kgp:have-ci:letter_of_Hosma>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/450">>	450
<<<<ag:Holmes-kgp:ask-ag:Lady_Brackenstall>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/249">>	249
<<<<cm:coachman-kgp:hear-<<<<cm:Nancy-kgp:scream-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/089">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/085">>	85
<<<<cm:Berkeley-kgp:beDecided-cm:marriage>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/269">>	269
<<<<df:Mortimer-kgp:have-df:face_of_fear>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/265">>	265
<<<<df:Standale-kgp:guess-<<<<df:Mortimer-kgp:kill-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/459">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/458">>	458
<<<<sl:John_Straker-kgp:feel-sl:anxiety>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/107">>	107
<<<<sb:Percy_Armitage-kgp:live-sb:Crane_Water>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/111">>	111
<<<<rp:Percy_Trevelyan-kgp:mustAttach-rp:Obex>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/077">>	77
<<<<rp:Elderly_man-kgp:gaze-rp:Percy_Trevelyan>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/120">>	120
<<<<df:lamp-kgp:beTurnedOn-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/313">>	313
<<<<cm:Berkeley-kgp:notLike-<<<<cm:Berkeley-kgp:alone-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/036">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/035">>	35
<<<<owl:Nothing-owl:TopObjectProperty-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/196">>	196
<<<<cm:Holmes-kgp:catch-cm:Murphy>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/364">>	364
<<<<rp:hand_of_Young_man-kgp:asHercules-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/104">>	104
<<<<ag:Lady_Brackenstall-kgp:marry-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/248">>	248
<<<<cm:Henry-kgp:tell-<<<<cm:Henry-kgp:go-cm:Punjab>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/296">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/256">>	256
<<<<ag:Bays_Rock-kgp:Depart-ag:Southampton>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/275">>	275
<<<<ci:Holmes-kgp:writing-ci:paper>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/445">>	445
<<<<df:Standale-kgp:equalTo-df:Good_friends>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/436">>	436
<<<<sb:Roylott-kgp:lose-sb:money>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/147">>	147
<<<<sb:Julia-kgp:notHave-sb:scar>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/104">>	104
<<<<df:Mortimer-kgp:have-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/078">>	78
<<<<cm:Henry-kgp:tell-<<<<cm:Berkeley-kgp:wellEducated-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/271">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/256">>	256
<<<<sl:Fitzroy_Simpson-kgp:admit-<<<<sl:Ned_Hunter-kgp:go-sl:Dog_of_the_stable>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/089">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/158">>	158
<<<<rp:Holmes-kgp:say-<<<<rp:Suspicious_incidents-kgp:notExist-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/265">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/262">>	262
<<<<sb:rope_of_bell-sb:fake-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/373">>	373
<<<<rp:Holmes-kgp:seemToAsk-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/186">>	186
<<<<ci:Sutherland-kgp:say-<<<<ci:Hozma-kgp:cannotCome-ci:House_of_Sutherland>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/150">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/144">>	144
<<<<df:Criminal-kgp:crush-df:control_of_Brenda>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/095">>	95
<<<<dm:Elsie-kgp:notSay-dm:Past_of_Elsie>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/018">>	18
<<<<rp:Elderly_man-kgp:escape-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/295">>	295
<<<<ci:Woman-kgp:happy-ci:home>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/154">>	154
<<<<sl:Fitzroy_Simpson-kgp:admit-<<<<sl:Silver_Blaze_of_two_hourses-kgp:enter-sl:Wessex_Cup_game>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/083">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/158">>	158
<<<<ci:mother_of_Sutherland-kgp:correspond-ci:Windybank>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/215">>	215
<<<<ci:Hozma-kgp:say-<<<<ci:Sutherland-kgp:believe-ci:Hozma>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/244">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/252">>	252
<<<<df:Brenda-kgp:leaning-df:Chair>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/038">>	38
<<<<ci:Hozma-kgp:say-<<<<ci:letter_of_Sutherland-kgp:reach-ci:Office>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/176">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/174">>	174
<<<<sl:Inspector_Gregory-kgp:say-<<<<sl:Inspector_Gregory-kgp:say-<<<<sl:police-kgp:find-sl:Gypsy>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/209">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/205">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/197">>	197
<<<<df:Brenda-kgp:notBeStolen-df:nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/053">>	53
<<<<rp:Blessington-kgp:Hardly-rp:goOut>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/063">>	63
<<<<ag:opposite_end_of_cord_of_bell-kgp:fray-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/216">>	216
<<<<df:Brenda-kgp:have-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/078">>	78
<<<<df:Owen-kgp:equalTo-df:Good_friends>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/436">>	436
<<<<cm:Henry-kgp:go-cm:Punjab>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/296">>	296
<<<<cm:Morrison-kgp:say-<<<<cm:Nancy-kgp:talk-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/187">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/171">>	171
<<<<sl:Colonel_Ross-kgp:move-sl:site_of_incident>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/247">>	247
<<<<cm:Henry-kgp:hear-<<<<cm:Berkeley-kgp:sell-cm:Henry>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/284">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/283">>	283
<<<<rp:invader-kgp:choose-rp:Time_that_there_are_no_other_patients_in_the_waiting_room>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/201">>	201
<<<<ag:Heavy_poker-kgp:bend-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/117">>	117
<<<<rp:Footprint-kgp:exist-rp:Blessington_room_of_carpet>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/146">>	146
